ArticleId,Headline,Description,Date
102,"Archana Puran Singh or Nawazuddin Siddiqui, whose laughter is louder? Watch new TKSS promo","Nawazuddin Siddiqui will be seen competing with laughter queen Archana Puran Singh on The Kapil Sharma Show. In the recent promo of the comedy show, the Sacred Games actor and Archana laughed out loud to see whose laughter was louder. To everyone's surprise, Nawazuddin outdid Archana, which left her stunned. Don't believe it? We didn't either, but the video proves it.Nawazuddin Siddiqui will be seen promoting his upcoming film, Heropanti 2, on The Kapil Sharma Show this weekend. He alongside Tiger Shroff and Tara Sutaria will be on the show. In the latest promo of TKSS, Nawazuddin can be seen having a fun time with Archana Puran Singh.Take a look at the promo:A post shared by The Kapil Sharma Show (@tksshowofficial)In the video, Archana says, ""You know Nawaz, I was just thinking ki mera laughter tumse kitna zyaada behtar hai."" To which Nawazuddin says, ""Kya baat kar rahi ho. I think ki mera laughter zyada behtar hai.""On this note, Archana asks the Serious Men actor to compete with her. ""Oh really, competition ho jaye,"" she says. First, Archana showcases her skills, but is left speechless after Nawazuddin breaks into laughter.The Kapil Sharma Show's episode featuring Tiger Shorff will air on Sunday at 9.30 pm on Sony TV.",2022-04-27
103,"Margot Robbie’s Barbie to release in theatres on July 21, 2023. See first look","Margot Robbie is all set to entertain her fans around the world with a new romantic comedy film, Barbie. The release date of the movie was announced today, April 27. Directed by Greta Gerwig, the film also stars Ryan Gosling, Kate McKinnon, Alexandra Shipp, America Ferrera, Simu Liu, the And Just Like That actor Hari Nef and Will Ferrell.Margot Robbie, known for her work in films like The Suicide Squad, is awaiting the release of another fun-packed film, Barbie. The official Instagram handle of Warner Bros' India announced the release date of the romantic comedy film, along with Margot’s first look. In the picture, the actress appears stunning as she poses in a bright pink convertible car. “#BARBIE July 21, 2023 Only in theaters. #MargotRobbie (sic),” read the post.A post shared by Warner Bros. India (@warnerbrosindia)Barbie is a romantic comedy film, starring Margot Robbie in the lead role. She will be seen as a fashion-forward doll in the film. Besides Margot, the film also stars Ryan Gosling, Kate McKinnon, Alexandra Shipp, America Ferrera, Simu Liu, the And Just Like That actor Hari Nef and Will Ferrell.Margot Robbie is also producing Barbie under her LuckyChap Entertainment banner. The script of the upcoming film is written by directors Greta Gerwig and Noah Baumbach.",2022-04-27
104,"Thundershowers, rain spell likely over Guwahati on April 29-30: IMD","The India Meteorological Department (IMD) has predicted that isolated heavy rainfall is very likely over Assam and Meghalaya on April 29 and 30, adding that rain, thunderstorms accompanied with lightning and gusty winds are expected to continue over Northeast India.Furthermore, the maximum and minimum temperatures in Guwahati are expected to hover around 34 and 22 degrees Celsius respectively.Predicting rain and thunderstorms over parts of Northeast India, the IMD wrote, ""Rain, thunderstorms accompanied with lightning, gusty winds are likely to continue over Northeast India. Isolated heavy rainfall is very likely over Arunachal Pradesh on April 30 and May 1; over Assam-Meghalaya on April 29 and 30"" (sic)ii) Rain/Thunderstorm accompanied with lightning/gusty winds likely to continue over Northeast India.vIsolated heavy rainfall very likely over Arunachal Pradesh on 30th April & 01st May; over Assam-Meghalaya on 29th & 30th April.READ MORE| Light rainfall, thundershowers expected in Guwahati over the next two days",2022-04-27
105,Can you grow plants without soil? Crew-4 astronauts will do it in space,"Can you grow plants without soil? Crew-4 astronauts will do it in spaceSpaceX on Wednesday launched four astronauts to the Space Station on a mission to conduct science experiments as humans push towards the Moon and plan to journey to Mars in the coming decades. Nasa astronauts Kjell Lindgren, Robert Hines, and Jessica Watkins along with European Space Agency astronaut Samantha Cristoforetti will dock with the flying outpost on Thursday.As part of the mission, the four astronauts will conduct several experiments on the flying laboratory, including an attempt to grow plants without soil. The team will continue the work by the Crew-3 mission, which will hand over the experiment already underway to the new team.After docking with the Space Station on Thursday, the four-member crew will engage in a series of scientific experiments that include hydroponic (liquid-based) and aeroponic (air-based) techniques to grow plants without soil. Dubbed XROOTS, the team will use video and still images to evaluate plant growth throughout the entire life cycle.""Current space-based plant systems are small and use particulate media-based systems to deliver water and nutrients. These do not scale up well in space due to mass, containment, maintenance, and sanitation issues. Hydroponic and aeroponic techniques could enable the production of crops on a larger scale for future space exploration,"" Nasa said in a statement.Crew-4 will also be involved with the Protein-Based Artificial Retina Manufacturing experiment that aims at evaluating a manufacturing process to develop artificial human retinas using a light-activated protein called bacteriorhodopsin, which could replace the function of damaged light-sensing cells in the eye. If tested successfully, this could lead to millions on Earth getting vision using AI.The astronauts will also be working on Kibo Robot Programming Challenge that allows students to create programs to control Astrobee, a free-flying robot aboard the International Space Station. To test the technology, students have written software to use multiple free-flying satellites to construct 3D models of a target object. ""The ability to create such models of unknown objects in space using one or two small satellites has potential applications for a wide range of space missions,"" Nasa has said.Medical studies have been one of the biggest focuses for astronauts in space as they bid to ensure a healthy lifestyle for crews that will take to Moon and Mars in the future. The Crew-4 will continue the tradition as they demonstrate tests using a modified, commercial off-the-shelf device to diagnose certain medical conditions. The experiment named rHEALTH uses flow cytometry, a method using lasers to sort and identify cells, and can analyze cell count and cell characteristics; detect microorganisms, biomarkers, and proteins; and diagnose health disorders such as blood cancers.The experiments on board the flying outpost are set to enhance human understanding and not just create the technology for tomorrow but aid humans on Earth as well.",2022-04-27
106,Pooja Hegde romances pink in a summer-perfect organza saree,"Pooja Hegde has an envy-inducing collection of sarees. The actress often swears by the timeless appeal of the six yards and never fails to impress us with her ethnic glam. On Tuesday, she took to Instagram and delighted her fans with a stunning picture. Dressed in a pretty pink saree, she looked breathtakingly beautiful.Pooja clad herself in this beauteous ensemble for a promotional event of her upcoming film Acharya. If you have been looking for some steal-worthy ethnic fashion inspiration for this summer season, you must take cues from her latest pictures.A post shared by Pooja Hegde (@hegdepooja)What Pooja Hegde wore was a fuschia pink saree from the label Devnaagri. The bright canvas of the traditional drape was beautifully adorned with intricate resham embroidery all along the border and on the pallu. The pop of white embroidery on the pink saree truly worked like a charm. The actress paired it with a matching sleeveless blouse that was also adorned with delicate floral embroidery.A post shared by Pooja Hegde Fan (@hegdepooja_fan)Loved Pooja’s saree and want to add it to your cart? Well, you will have to splurge Rs 38k to do so. It is available for purchase on the brand Devnaagri’s website.Take a look:Not just the saree, you must also steal styling lessons from Pooja. With natural-looking makeup and minimal accessories, she absolutely nailed the saree glam. She ditched heavy jewels and simply opted for a statement pair of earrings. As for the makeup, she sported a glowing base that was further accentuated with defined brows, a bit of pink blush, pink lip shade and light eye shadow.So elegant, Pooja!As for the film Acharya, it is slated to release on April 29. The film stars Chiranjeevi and Ram Charan in the leading roles.",2022-04-27
107,"Ghaziabad: 8 students injured, 3 critical after lift collapses at IMS college","Eight students were injured after an elevator collapsed at an engineering college in Ghaziabad, Uttar Pradesh, on Wednesday.The incident took place at IMS Ghaziabad, located near Kavi Nagar. In one of the college buildings, students were going to the top floor in the elevator, when suddenly it broke and fell down.On receiving the information, college authorities rushed to the spot and rescued the victims.Of the eight students, three were critically injured while the others suffered fractures in the accident. They were admitted to Columbia Asia Hospital for treatment.Further investigations are underway.READ MORE | Four forests in Delhi to be upgraded to ‘world-class standards’: Gopal Rai",2022-04-27
108,"Bengaluru: Nearly three lakh citizens yet to take second Covid vaccine dose, contact tracing intensified","Even as the fear of a fourth Covid wave looms over Karnataka, around three lakh citizens of Bengaluru who are eligible to receive the second dose of the vaccine have not taken the jab. The Bruhat Bengaluru Mahanagara Palike (BBMP) and health officials from different primary health centres (PHCs) have been given the responsibility to contact the eligible individuals and request them to take the vaccine.The civic body has been conducting door-to-door surveys to convince people to take the Covid-19 vaccine and contact tracing has been intensified.Special Health Commissioner, health, BBMP, Dr KV Trilok Chandra said that health officials are now going to the homes of people who have not taken the second dose of the vaccine and are convincing them to administer the jab.“There still seems to be some resistance. We are convincing them to take the second dose. We are also following up on those who are eligible to take the precautionary dose,” he was quoted by the Hindu as saying.According to him, in the past two months, health workers serving with the BBMP along with the mobile vaccination units reached out to eight lakh people and they were given the second dose. With the Covid-19 cases rising in a few states, the BBMP too is likely to increase targeted testing.""Though cases are increasing, the number of people getting admitted to hospital is low. To ensure cases don’t rise, more attention is being paid to getting people vaccinated,"" he told the media on Tuesday.In a bid to ramp up Covid-19 testing, the BBMP has roped in more doctors, swab collectors and data entry operators. At present, people testing positive for the infection have reported mild to moderate symptoms and the number of hospitalisations is more in case of those who are unvaccinated and immuno-compromised, he added.ALSO READ| Bengaluru Rural becomes first district in Karnataka to achieve 100% Covid vaccination coverageRequesting people to follow appropriate Covid-19 protocols, Trilok Chandra said that marshals and police teams have been asked to keep a close watch on people in busy areas. The samples of suspected Covid-19 patients continue to be sent for genome sequencing and sero surveillance is also being carried out.""Marshals and police personnel have already been directed to create awareness about the importance of CAB, especially wearing masks and maintaining social distance among citizens in crowded areas. In the next phase, fines will be levied,” he said.ALSO READ| Bengaluru civic body makes fitness certificates mandatory for garbage trucks after 3 deathsMeanwhile, Karnataka reported 85 new Covid cases in the last 24 hours, taking the active number of cases in the state to 1,686. The state reported zero deaths on Tuesday and the death toll remained unchanged at 40,057, state health department bulletin said.Karnataka Health Minister K Sudhakar on Tuesday said that experts have predicted that the Covid-19 fourth wave may peak after June and have its effects till October. He stressed learning to live with the virus by taking precautionary measures like vaccinations and wearing masks.ALSO READ| Bengaluru Covid positivity rate comes down from 27.2% to 11.7% in 10 days as cases dip",2022-04-27
109,Pooja Hegde romances pink in a summer-perfect organza saree,"Pooja Hegde has an envy-inducing collection of sarees. The actress often swears by the timeless appeal of the six yards and never fails to impress us with her ethnic glam. On Tuesday, she took to Instagram and delighted her fans with a stunning picture. Dressed in a pretty pink saree, she looked breathtakingly beautiful.Pooja clad herself in this beauteous ensemble for a promotional event of her upcoming film Acharya. If you have been looking for some steal-worthy ethnic fashion inspiration for this summer season, you must take cues from her latest pictures.A post shared by Pooja Hegde (@hegdepooja)What Pooja Hegde wore was a fuschia pink saree from the label Devnaagri. The bright canvas of the traditional drape was beautifully adorned with intricate resham embroidery all along the border and on the pallu. The pop of white embroidery on the pink saree truly worked like a charm. The actress paired it with a matching sleeveless blouse that was also adorned with delicate floral embroidery.A post shared by Pooja Hegde Fan (@hegdepooja_fan)Loved Pooja’s saree and want to add it to your cart? Well, you will have to splurge Rs 38k to do so. It is available for purchase on the brand Devnaagri’s website.Take a look:Not just the saree, you must also steal styling lessons from Pooja. With natural-looking makeup and minimal accessories, she absolutely nailed the saree glam. She ditched heavy jewels and simply opted for a statement pair of earrings. As for the makeup, she sported a glowing base that was further accentuated with defined brows, a bit of pink blush, pink lip shade and light eye shadow.So elegant, Pooja!As for the film Acharya, it is slated to release on April 29. The film stars Chiranjeevi and Ram Charan in the leading roles.",2022-04-27
110,"Ghaziabad: 8 students injured, 3 critical after lift collapses at IMS college","Eight students were injured after an elevator collapsed at an engineering college in Ghaziabad, Uttar Pradesh, on Wednesday.The incident took place at IMS Ghaziabad, located near Kavi Nagar. In one of the college buildings, students were going to the top floor in the elevator, when suddenly it broke and fell down.On receiving the information, college authorities rushed to the spot and rescued the victims.Of the eight students, three were critically injured while the others suffered fractures in the accident. They were admitted to Columbia Asia Hospital for treatment.Further investigations are underway.READ MORE | Four forests in Delhi to be upgraded to ‘world-class standards’: Gopal Rai",2022-04-27
111,"Bengaluru: Nearly three lakh citizens yet to take second Covid vaccine dose, contact tracing intensified","Even as the fear of a fourth Covid wave looms over Karnataka, around three lakh citizens of Bengaluru who are eligible to receive the second dose of the vaccine have not taken the jab. The Bruhat Bengaluru Mahanagara Palike (BBMP) and health officials from different primary health centres (PHCs) have been given the responsibility to contact the eligible individuals and request them to take the vaccine.The civic body has been conducting door-to-door surveys to convince people to take the Covid-19 vaccine and contact tracing has been intensified.Special Health Commissioner, health, BBMP, Dr KV Trilok Chandra said that health officials are now going to the homes of people who have not taken the second dose of the vaccine and are convincing them to administer the jab.“There still seems to be some resistance. We are convincing them to take the second dose. We are also following up on those who are eligible to take the precautionary dose,” he was quoted by the Hindu as saying.According to him, in the past two months, health workers serving with the BBMP along with the mobile vaccination units reached out to eight lakh people and they were given the second dose. With the Covid-19 cases rising in a few states, the BBMP too is likely to increase targeted testing.""Though cases are increasing, the number of people getting admitted to hospital is low. To ensure cases don’t rise, more attention is being paid to getting people vaccinated,"" he told the media on Tuesday.In a bid to ramp up Covid-19 testing, the BBMP has roped in more doctors, swab collectors and data entry operators. At present, people testing positive for the infection have reported mild to moderate symptoms and the number of hospitalisations is more in case of those who are unvaccinated and immuno-compromised, he added.ALSO READ| Bengaluru Rural becomes first district in Karnataka to achieve 100% Covid vaccination coverageRequesting people to follow appropriate Covid-19 protocols, Trilok Chandra said that marshals and police teams have been asked to keep a close watch on people in busy areas. The samples of suspected Covid-19 patients continue to be sent for genome sequencing and sero surveillance is also being carried out.""Marshals and police personnel have already been directed to create awareness about the importance of CAB, especially wearing masks and maintaining social distance among citizens in crowded areas. In the next phase, fines will be levied,” he said.ALSO READ| Bengaluru civic body makes fitness certificates mandatory for garbage trucks after 3 deathsMeanwhile, Karnataka reported 85 new Covid cases in the last 24 hours, taking the active number of cases in the state to 1,686. The state reported zero deaths on Tuesday and the death toll remained unchanged at 40,057, state health department bulletin said.Karnataka Health Minister K Sudhakar on Tuesday said that experts have predicted that the Covid-19 fourth wave may peak after June and have its effects till October. He stressed learning to live with the virus by taking precautionary measures like vaccinations and wearing masks.ALSO READ| Bengaluru Covid positivity rate comes down from 27.2% to 11.7% in 10 days as cases dip",2022-04-27
112,Why did Ajay Devgn hop onto the director's seat with Runway 34 after Shivaay? Actor explains,"Just two days left for the release of Runway 34, and director-actor Ajay Devgn is anxious for his dream project to hit the screens. Runway 34 is a thriller, which stars Ajay, Amitabh Bachchan, Rakul Preet Singh, Boman Irani, Angira Dhar, Aakanksha Singh. For the unaware, the film has been directed by Ajay himself. During an interview with IndiaToday.in, the superstar shared the reason for hopping onto the director's seat after Shivaay.Runway 34 is set to release in theatres on April 29 and Ajay is anxious, already. The Bollywood superstar exclusively told IndiaToday.in about the release jitters he’s been feeling. He said, ""I don't know what I'm feeling right now because I have been just running from pillar to post to finish the post-production. So once the release comes closer, then I'll start feeling something. Having said that, there is a certain kind of nervousness, not butterflies, but you're anxious more than nervous that you want to know what the result is. Because you work so hard and feel a certain way that the film should perform, at least appreciation-wise. So that anxiousness is there to know 'ab kya hoga'.""Ajay's last directorial was Shivaay (2016) and now, after more than six years, the Tanhaji actor jumped onto the directorial’ s seat again. Reasoning it out, Ajay shared, ""I was too occupied for a couple of years. Also, I was producing films, so I had to give a lot to that. Last was Tanahji (2020). Then during the pandemic, we started working on the script and that's the time I really got to work on a script properly, design, and make it. So it was just that because there was time for me and I got a fabulous idea and a great script. It is inspired by a true incident and then we took it forward, worked on the script and it shaped up so well that I thought should be made immediately.""The film is inspired by the true event of the Jet Airways Doha to Kochi flight 9W 555, which had a narrow escape on August 18, 2015, after facing difficulties landing at the Cochin International Airport due to bad weather. Did Ajay know about the incident before working on the film? ""No, not really. I knew about the incident but I didn't know the details of the incident. So when somebody came to me about the incident and when I read about it, it sounded very exciting. It is very interesting and more than that I loved the characters in the film,” he said.A post shared by Ajay Devgn (@ajaydevgn)Ajay Devgn will play the role of Captain Vikrant Khanna in Runway 34. Speaking about the real-life persona, the actor said, ""This man also is brilliant, he has got a great mind. He is fab at his job. But he is somewhere a rule breaker. So he's somewhere grey. He likes to do things on his own terms and conditions and that is a change for him. So the whole film has got a little bit of a mystery that, what he did? Is he doing it out of arrogance? Or did he do it right? Did it fall in place or it was just by chance? So all that part was very interesting for me.""Runway 34 releases on April 29.",2022-04-27
113,Modern Love Mumbai teaser out. Amazon Prime Video series' trailer to release on April 28,"Modern Love: Mumbai's teaser was unveiled today, April 27. The multi-starrer series is all set to premiere on Amazon Prime Video on May 13. This is the Indian adaptation of the International hit series, Modern Love, which is based on the famous New York Times column.On April 25, makers unveiled the first-look poster of Modern Love Mumbai, which featured Pratik Gandhi, Ranveer Brar, Sarika, Masaba Gupta, Arshad Warsi and Chitrangada Singh, among others. Today, April 27, the teaser mentioning the cast members' names was unveiled. ""Save the date #ModernLoveOnPrime (sic),"" read the caption.Take a look at the caption:A post shared by amazon prime video IN (@primevideoin)The Indian adaptation of Modern Love is slated to launch across 240+ countries and territories. Amazon Prime Video shared the poster of Modern Love: Mumbai on social media on April 25. The series is all set to release on May 13. The poster shows a glimpse of the different characters. The post was captioned, ""If ""the best news we got today"" was an image #ModernLoveOnPrime (sic)."" Modern Love Mumbai brings together six of the most prolific minds of Hindi cinema Vishal Bhardwaj, Hansal Mehta, Shonali Bose, Dhruv Sehgal, Alankrita Shrivastava and Nupur Asthana.Check it out:A post shared by amazon prime video IN (@primevideoin)Dhruv Sehgal also shared the poster and wrote, ""Making way into your #ModernLoveOnPrime (sic).""A post shared by Dhruv Sehgal (@sehgaldhruv90)Produced by Pritish Nandy Communications, Modern Love: Mumbai will feature six heart-warming stories about discovering and exploring love in all its shades and emotions. The Mumbai chapter of the international franchise, inspired by the famous New York Times column, will bring home love this season with soul-stirring and uplifting stories that are rooted in the heart of the city of Mumbai.The anthology includes Raat Rani (directed by Shonali Bose, starring Fatima Sana Shaikh, Bhupendra Jadawat and Dilip Prabhavalkar), Baai (Directed by Hansal Mehta, starring Tanuja, Pratik Gandhi and Ranveer Brar), Mumbai Dragon (Directed by Vishal Bhardwaj, starring Yeo Yann Yann, Meiyang Chang, Wamiqa Gabbi and Naseeruddin Shah), My Beautiful Wrinkles (Directed by Alankrita Shrivastava, starring Sarika, Danesh Razvi, Ahsaas Channa and Tanvi Azmi), I Love Thane (Directed by Dhruv Sehgal, starring Masaba Gupta, Ritwik Bhowmik, Prateik Babbar, Aadar Malik and Dolly Singh), Cutting Chai (directed by Nupur Asthana, starring Chitrangda Singh and Arshad Warsi).The Indian adaptation of Modern Love features diverse stories of the universal emotion of love in its many forms. It is launching in three Indian languages - Hindi, Tamil and Telugu. They are titled Modern Love: Mumbai, Modern Love: Chennai and Modern Love: Hyderabad. It features adaptations of stories from the eponymous column, with each episode designed to take audiences on a heartwarming journey of discovering love through stories of multiple human emotions ranging from love and romance to self-love, familial love, love towards ones’ friends, and love that emerges out of kindness among others.",2022-04-27
114,Four forests in Delhi to be upgraded to ‘world-class standards’: Gopal Rai,"Four major forests in Delhi are set to be upgraded under a pilot project that aims to make these spaces ‘world class’.The project also aims to further increase the green cover of the national capital and is a part of the Delhi government’s summer action plan proposed for this year.Environment Minister Gopal Rai on Tuesday said, ""Of the 19 city forests, four forests will be revamped and developed on the theme — ‘Prakriti ke paas parivar ke sath” — which aims to connect people with nature.""These are Mitraon city forest (98 acres) in west Delhi, Alipur city forest (48 acres) in north Delhi, Garhi Mandu city forest (42 acres) in northeast Delhi and Jaunapur city forest (98 acres) in south Delhi, Gopal Rai said at a press conference.READ MORE | Ahead of Eid celebrations, five Pune mosques say no to DJ musicOnly eco-friendly development work will be undertaken in these city forests. The forest department will develop meditation huts, amphitheaters of grass and mud, and nurseries in the city forests. Outdoor activities like bird watching and jungle walks will be promoted there, according to news agency PTI.The idea to revamp the city forests has been conceived by the Dialogue and Development Commission (DDC), the policy think tank of the government.""The government is going to set up a steering committee that will oversee the development of these four world-class city forests. Our government wants to provide the people of Delhi with a place where they appreciate nature and educate the next generation about it,"" Rai said.READ MORE | Parts of Mumbai witness power cut today | Check full list here",2022-04-27
115,"Saina Nehwal wins first round, Lakshya Sen and Sai Praneeth bow out of BAC","Saina Nehwal won her first round game against Sim Yu-jin after a horrible start by the Indian camp in the Badminton Asia Championships. Nehwal defeated her South Korean opponent in a three-set match by 21-15, 17-21, 21-13 in 54 minutes. The win came as a relief for the Indian fans who woke up to the news of Lakshya Sen and Sai Praneeth getting knocked out of the men's singles competition in the first round.World number nine Lakshya Sen lost to Li Shi Feng of China in the first round of the Badminton Asia Championships on Wednesday, 27 April. A shocking result against world number 64, Sen lost in the third round of the match despite being in a lead of 17-10, after they were evenly matched in the previous two sets.#BAC2022ANOTHER UPSET!!Lakshya Sen [5] lost to Li Shi FengGame: 1-2Sets: 21-12, 10-21, 19-21 pic.twitter.com/TlT6ASA4wkLakshya Sen started the match well, taking the first set 21-12. However, the Chinese bounced back with a strong performance in the second set, building up a big lead early and then finishing the set by beating the Indian star 21-10.When the match shifted to the third set, things looked to be evenly matched even in the court, before Sen started pulling away by mixing up his returns. He played a variety of shots showcasing his ability all across the court to take a big lead. However, a late push from the Chinese meant that Sen was pushed to back foot and ended up losing the game 21-19.Day 2 Smart Badminton Asia Championships 2022: Results UpdateMen's SinglesLi Shi Feng vs Lakshya Sen : 12-21 21-10 21-19#Badminton #BadmintonAsia #BAC2022 pic.twitter.com/VrIRuPQkamBadminton Asia Champions was touted to be a favourable event for Sen, especially after top seeded Kento Momota lost 17-21, 21-17, 21-7 against Indonesia's Chico Aura Dwi Wardoyo today morning.Alongside Sen, India's Sai Praneeth also made a first round exit, losing in straight sets to fourth seed Jonatan Christie of Indonesia by 21-17, 21-13.",2022-04-27
116,Indo-French musical event to be held in Chennai on April 27 | Details,"Alliance Française of Madras is all set to host an Indo-French musical program, ‘Strings Together’ in Chennai on April 27.Organised as a part of the fourth edition of the Bonjour India Festival, the event will be held in the Alliance Française of Madras Auditorium in the city at 6.45 PM.Entry to the event is free of cost.Formed in 1953, Alliance Française of Madras is a Franco-Indian non-profit association in Chennai, working to promote the cultural relations between India and France.A majestic fusion of the kora, the guitar and the tabla, Alliance Française has invited famous kora players from Mali.Chérif Soumano, along with Shahnawaz Ahmed, a classical guitarist, and Shahbaaz Khan, a traditional Indian tabla player will be performing at the event.For more details related to the event and artists performing, visit the official website of Alliance Française of Madras at https://madras.afindia.org/cultural-events/bonjour-india-2022/READ MORE| Featuring bands like Indian Ocean, a music festival in Ladakh seeks to celebrate our soldiers",2022-04-27
117,"Ahead of Eid celebrations, five Pune mosques say no to DJ music ","Muslim community members of Pune Mosques’ have decided to avoid DJ music during the upcoming Eid celebration. They have also decided to utilize the funds collected to help poor people in the nearby areas.This development comes after the controversy over the use of loudspeakers in religious places. They also appealed to youth from the community not to play loud DJ music during the Eid al-Fitr celebration on May 2.Everyone knows the ill-effects of such loud DJ music, which is not good for sick people and those with a weak heart, said Maulana Mohsin Raza, the imam of the Bhartiya Anjuman Qadariya Mosque in Lohiya Nagar area in Maharashtra.""So, we formed a core committee of five mosques in the area and convened a meeting of their imams and functionaries along with other senior members of the community and decided not to have DJ music during the Eid celebration,"" he told PTI.The funds usually collected to procure the DJ music system during the celebration will be used to provide aid to the needy and poor people in the area, he said.",2022-04-27
118,"Big B, Anupam Kher and Uunchai team wrap up Sooraj Barjatya film with his signature jump step","Sooraj Barjatya’s Uunchai stars Amitabh Bachchan, Anupam Kher, Neena Gupta, Boman Irani and Parineeti Chopra. The film’s shoot has been wrapped up. Anupam Kher took to Instagram to share a video from the last day on the film’s sets where the cast and crew of Uunchai did Sooraj Barjatya’s signature jump step.On Amitabh Bachchan’s 79th birthday (October 11), Parineeti Chopra announced her next film with the megastar titled Uunchai. Now, the film’s shoot is done. On the last day, the cast and crew jumped up and did the director’s signature step. Anupam Kher shared the video and also wrote a sweet note.The veteran actor captioned it, “It is a WRAP. THANK YOU #SoorajBarjatya for your love, warmth, brilliance and compassion during the shooting of #Uunchai! This little jump action we all did was Soorajji’s signature step when we did a good shot. We all did it for him as a tribute to his noble and humble royal direction during #Uunchai . This little skip is our little way of saying we love you. @uunchaithemovie #BestExperience #4thFilmWithSooraj (sic).”A post shared by Anupam Kher (@anupampkher)Uunchai is directed by Sooraj Barjatya, who is known for family entertainers like Maine Pyar Kiya and Hum Saath-Saath Hain. So, while announcing the film, Parineeti wrote, “Thrilled and honoured to be a part of the iconic cinematic universe of Sooraj Barjatya sir. Sooraj sir has defined, and is the torchbearer of India’s family entertainers and I can’t wait to work under his tutelage; alongside this stellar and incredible cast (sic).”A post shared by Parineeti Chopra (@parineetichopra)Are you looking forward to the film?",2022-04-27
119,UK's Inmarsat chief warns of potentially hazardous satellite boom,"British satellite company Inmarsat warned on Tuesday of dangerous levels of space debris from satellite constellations planned by Elon Musk's Starlink, Amazon, Chinese operators and others.Inmarsat Chief Executive Rajeev Suri welcomed innovation in satellite constellations in low orbit but added that there should be better industry and regulatory co-ordination as they are launched.""Mega-constellations are talking about tens of thousands of new satellites during this decade - satellites with an expected life of only five to 10 years,"" he told the Royal Aeronautical Society conference in London.""The resulting debris creates hazards not just in a particular orbit, but for anything passing through that orbit. We simply do not yet understand all the risks this creates and do not yet have all the technologies needed to manage the situation effectively.""SpaceX-owned Starlink is leading the way so far in the race to launch such huge networks of low-orbit satellites to beam broadband internet. It already has more than 2,000 mass-produced small satellites in orbit and permission for 12,000.UK government-backed OneWeb, meanwhile, is building a 650-strong network and Amazon plans to launch its first prototype satellites by the end of the year.Inmarsat, which is being acquired by U.S. rival Viasat (VSAT.O) in a $7.3 billion deal, has 14 satellites in higher level geostationary orbit - providing services for shipping, aviation and governments - but is also planning its own small and targeted low-orbit constellation.",2022-04-27
120,Parts of Mumbai witness power cuts for second consecutive day | Details here,"After witnessing blackouts on Monday, several parts of Mumbai have once again witnessed a power cut today.According to the Tweet by ANI, due to the repair work of a double cable fault in Khar-9, substations between Khar and Bandra were affected this morning.READ | Long power cuts in Noida, Gurugram, Ghaziabad amid soaring heat in Delhi-NCR“Mumbai Power Outage | There was a double cable fault in Khar-9 substations b/w Khar &Bandra were affected early this morning. 6 substations have been restored. (Repairing) work is underway for the remaining 3 substations which be restored in some time: Adani Electricity Mumbai sources,"" news agency ANI tweeted.While the power at 6 substations has been restored by Adani Electricity, repair work is underway for three others.Mumbai Power Outage | There was a double cable fault in Khar-9 substations b/w Khar &Bandra were affected, early this morning. 6 substations have been restored.(Repairing) work underway for remaining 3 substations which'll be restored in some time:Adani Electricity Mumbai sourcesReportedly, electricity was affected in Thane, Mulund, Ambarnath, Badlapur, and Dombivali in the morning due to tripping in the 400KV sub-station at Padgha.As per the official statement by Tata Power, parts of Mumbai face electricity shortages due to the tripping of electricity lines.As per initial assessment, Tata Power would like to inform you some parts of Mumbai experienced electricity failure due to MSETCL line tripping as part of the 400KV Kalwa Grid which supplies power to Mumbai and suburban areas.""In order to maintain grid balance, load shedding might be initiated. Power will be restored once the MSETCL line gets energised. Tata Power is working with the teams to restore power to its customers at the earliest,"" tweeted Tata Power.READ | Kolkata to reel under heatwave till April 29: IMD",2022-04-27
